Time(Sec),Cell Voltage(V),Current Density(A/§²),Cell Current(A),Cell Power(W),Bottle Temp(Deg C),Bottle Water Temp(Deg C),Anode Inlet Temp(Deg C),Cell Temp(Deg C),Anode Outlet Temp(Deg C),Cathode Outlet Temp(Deg C),Anode Vent Temp(Deg C),Cathode Vent Temp(Deg C),Cathode N2 MFC Flow(SCCM),Anode N2 MFC Flow(SCCM),Spare,Anode O2 MFM Flow(SCCM),Cathode H2 MFM Flow(SCCM),Anode Vent Pressure(kpa),Anode Bottle Pressure(kpa),Anode Inlet Pressure(kpa),Anode Outlet Pressure(kpa),Cathode Outlet Pressure(kpa),Cathode Vent Pressure(kpa),Anode Dewpoint(Deg C),Cathode Dewpoint(Deg C),Anode H2 Sensor(%),Cathode O2 Sensor(%),Water Conductivity(G),Liquide Flow(ccm),Anode Outlet Pressure 2(kpa),Cathode Outlet Pressure 2(kpa),H2 Sensor -1(ppm),H2 Sensor -2(ppm),Cycle,Volt Jump Cycle
42324,1.83,0.804,66.514,121.721,59.4,65.5,65,29.9,62.8,32.5,44.8,30.4,0,0,-1.086,231.328,462.435,6.635,10.569,29.152,6.543,0,0,-39.665,-40.617,1.638,0.513,0.406,298.626,18.738,16.259,0.992,5.145,0,0
42325,1.83,0.804,66.508,121.71,59.4,65.5,65,29.9,62.8,32.5,44.8,30.4,0,0,0.658,230.122,462.625,6.209,9.096,29.38,6.61,0,0.042,-39.674,-40.626,1.639,0.513,0.397,298.495,18.382,12.992,0.922,5.334,0,0
42326,1.83,0.804,66.514,121.71,59.4,65.5,65,29.9,62.8,32.5,44.8,30.4,0,0,1.864,230.399,462.43,6.686,11.019,28.86,6.024,0,0.043,-39.673,-40.627,1.638,0.513,0.401,300.029,20.484,16.982,0.245,5.337,0,0
42327,1.83,0.804,66.514,121.721,59.4,65.4,65,29.9,62.8,32.5,44.8,30.4,0,0,-1.148,228.966,461.983,6.522,9.741,29.097,6.632,0,0.198,-39.656,-40.631,1.639,0.514,0.403,300.985,18.257,15.936,0.061,5.386,0,0
42328,1.83,0.804,66.514,121.721,59.4,65.4,65,29.9,62.8,32.5,44.6,30.4,0,0,0.774,229.301,461.791,5.989,10.112,28.901,4.68,0,0,-39.666,-40.635,1.639,0.514,0.4,300.896,18.889,16.307,0.455,5.379,0,0
42329,1.83,0.804,66.508,121.71,59.4,65.4,65,29.9,62.8,32.5,44.6,30.4,0,0,-1.173,229.01,462.011,6.304,10.339,29.411,5.335,0,0.075,-39.659,-40.619,1.639,0.514,0.403,303.328,18.755,15.436,0.319,5.398,0,0
42330,1.83,0.804,66.514,121.721,59.4,65.4,65,29.9,62.8,32.5,44.5,30.4,0,0,-1.125,229.818,463.117,6.49,8.983,28.578,5.649,0,0,-39.664,-40.625,1.639,0.514,0.401,300.865,18.619,15.8,0.605,5.594,0,0
42331,1.83,0.804,66.514,121.721,59.4,65.5,65,29.9,62.8,32.5,44.3,30.4,0,0,-1.122,229.876,459.644,6.374,9.088,30.169,5.632,0,0.131,-39.662,-40.629,1.639,0.514,0.4,301.047,18.674,15.19,0.886,5.296,0,0
42332,1.83,0.804,66.508,121.71,59.4,65.5,65,29.9,62.8,32.5,44.3,30.4,0,0,1.528,229.734,460.541,6.595,6.079,28.829,5.986,0,0,-39.682,-40.64,1.639,0.514,0.394,297.194,22.525,16.838,0.908,5.029,0,0
42333,1.83,0.804,66.514,121.721,59.4,65.5,65,29.9,62.8,32.5,44.3,30.4,0,0,-1.204,230.34,462.182,6.299,10.205,28.511,6.577,0,0,-39.669,-40.63,1.64,0.514,0.397,295.067,18.994,16.754,1.081,5.341,0,0
42334,1.83,0.804,66.514,121.721,59.4,65.5,65,29.9,62.8,32.5,44.6,30.4,0,0,-1.169,231.056,461.986,6.518,9.117,28.712,6.716,0,0,-39.668,-40.636,1.639,0.514,0.396,295.14,19.874,15.953,1.048,5.412,0,0
42335,1.858,0.905,74.81,138.997,59.4,65.5,65,29.9,62.8,32.5,44.6,30.4,0,0,-1.168,231.039,463.593,6.503,9.079,28.648,6.627,0,0.114,-39.664,-40.625,1.64,0.514,0.397,300.977,20.805,16.001,0.645,5.499,0,0
42336,1.859,0.905,74.81,139.061,59.4,65.5,65,29.9,62.8,32.5,45.2,30.4,0,0,-0.537,230.552,470.302,6.655,10.15,31.394,6.962,0,0.169,-39.669,-40.641,1.639,0.514,0.382,297.42,20.676,15.429,0.836,5.19,0,0
42337,1.859,0.905,74.804,139.061,59.4,65.5,65,29.9,62.8,32.5,46.2,30.4,0,0,-1.164,234.096,476.134,6.472,10.124,27.31,6.309,0,0.041,-39.667,-40.624,1.64,0.514,0.397,297.431,19.984,16.276,0.513,5.356,0,0
42338,1.859,0.905,74.816,139.083,59.4,65.5,65,29.9,62.8,32.5,46.2,30.4,0,0,1.871,234.513,482.136,6.369,9.95,31.119,5.869,0,0,-39.667,-40.633,1.64,0.513,0.396,299.576,15.349,14.042,1.135,4.98,0,0
42339,1.859,0.905,74.804,139.061,59.4,65.5,65,29.9,62.8,32.5,46.3,30.4,0,0,-1.153,234.113,486.815,6.366,8.388,29.109,5.249,0,0,-39.664,-40.635,1.64,0.513,0.398,300.996,19.889,15.101,0.964,5.277,0,0
42340,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.8,32.5,45.9,30.4,0,0,-1.18,235.024,491.136,6.722,10.435,29.004,7.077,0,0.03,-39.664,-40.632,1.641,0.514,0.398,300.983,20.606,15.314,0.643,5.222,0,0
42341,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.8,32.5,45.9,30.4,0,0,1.097,235.202,494.878,6.622,11.253,29.102,6.672,0,0.23,-39.679,-40.63,1.641,0.513,0.394,298.489,20.14,16.204,0.557,5.063,0,0
42342,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.8,32.5,45.5,30.4,0,0,1.572,236.687,497.968,5.885,8.921,29.183,4.864,0,0.063,-39.677,-40.638,1.64,0.513,0.396,303.356,22.467,17.24,1.23,4.981,0,0
42343,1.859,0.905,74.816,139.083,59.4,65.5,65,29.9,62.8,32.5,45.2,30.4,0,0,-0.735,236.185,500.233,6.473,10.201,29.76,6.866,0,0,-39.663,-40.623,1.64,0.513,0.404,303.345,19.049,14.185,1.001,5.406,0,0
42344,1.859,0.905,74.804,139.061,59.4,65.5,65,29.9,62.8,32.5,45.2,30.4,0,0,1.167,236.763,502.219,6.207,8.722,30.523,6.976,0,0,-39.68,-40.628,1.641,0.513,0.399,299.607,18.664,15.941,1.417,5.091,0,0
42345,1.859,0.905,74.816,139.083,59.4,65.5,65,29.9,62.8,32.5,45.2,30.4,0,0,-1.134,238.618,503.785,6.383,8.983,28.82,6.335,0,0.148,-39.665,-40.628,1.64,0.514,0.395,297.397,19.693,15.276,0.776,5.467,0,0
42346,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.8,32.5,45.2,30.4,0,0,-1.104,239.157,506.293,6.487,9.844,27.205,7.603,0,0.243,-39.669,-40.623,1.641,0.514,0.397,297.45,19.69,16.068,0.487,5.05,0,0
42347,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.8,32.5,45.5,30.4,0,0,-1.171,238.914,507.436,6.661,10.347,28.662,6.424,0,0.323,-39.66,-40.621,1.641,0.514,0.397,293.939,19.81,16.386,0.557,5.415,0,0
42348,1.859,0.905,74.804,139.061,59.4,65.5,65,29.9,62.9,32.5,45.6,30.4,0,0,-1.19,238.454,509.682,6.856,9.978,28.609,6.912,0,0.498,-39.664,-40.622,1.642,0.514,0.397,296.439,19.645,16.491,0.69,5.263,0,0
42349,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,62.9,32.5,45.6,30.4,0,0,-1.17,241.432,511.451,6.833,9.667,30.623,6.993,0,0.474,-39.661,-40.625,1.642,0.513,0.397,296.308,20.202,17.34,0.445,5.386,0,0
42350,1.859,0.904,74.8,139.053,59.4,65.5,65,30,62.9,32.5,45.6,30.4,0,0,1.344,239.384,511.567,6.42,7.931,29.635,3.79,0,0,-39.675,-40.646,1.642,0.513,0.396,295.36,19.221,18.082,0.572,5.479,0,0
42351,1.859,0.905,74.81,139.072,59.4,65.5,65,30,62.9,32.5,45.4,30.4,0,0,-1.13,242.242,512.862,6.601,9.399,29.054,6.933,0,0.18,-39.665,-40.618,1.642,0.513,0.396,295.051,21.305,16.152,0.699,5.275,0,0
42352,1.859,0.905,74.816,139.061,59.4,65.5,65,30,62.9,32.5,45.4,30.4,0,0,1.729,242.009,514.372,6.585,12.09,32.436,6.548,0,0,-39.675,-40.642,1.641,0.514,0.393,294.962,19.233,17.127,0.132,5.028,0,0
42353,1.859,0.905,74.81,139.072,59.4,65.5,65.1,30,62.9,32.5,45.4,30.4,0,0,1.603,245.575,515.481,6.725,8.105,32.362,7.328,0,0.509,-39.69,-40.648,1.642,0.513,0.389,298.532,19.736,15.74,1.02,5.141,0,0
42354,1.859,0.905,74.804,139.072,59.4,65.5,65.1,30,62.9,32.5,45.4,30.4,0,0,-0.543,246.094,516.398,6.588,8.101,30.817,7.122,0,0,-39.662,-40.64,1.642,0.513,0.392,303.254,19.492,14.702,1.097,5.684,0,0
42355,1.859,0.905,74.804,139.061,59.4,65.5,65.1,30,62.9,32.5,45.4,30.4,0,0,1.727,245.015,516.778,5.544,7.725,28.99,8.378,0,0.166,-39.678,-40.644,1.641,0.513,0.398,303.234,21.42,15.262,0.586,4.983,0,0
42356,1.859,0.905,74.816,139.083,59.4,65.5,65.1,30,63,32.5,45.5,30.4,0,0,-1.2,245.898,516.387,6.702,9.969,30.709,6.33,0,0,-39.665,-40.614,1.642,0.514,0.396,300.505,18.858,14.305,1.172,5.338,0,0
42357,1.859,0.905,74.804,139.061,59.4,65.5,65.1,30,63,32.5,45.5,30.4,0,0,1.734,245.971,518.137,6.497,8.297,30.59,6.995,0,0,-39.655,-40.645,1.642,0.513,0.404,298.53,18.078,11.045,0.936,4.912,0,0
42358,1.859,0.905,74.804,139.061,59.4,65.5,65.1,30,63,32.5,45.5,30.4,0,0,-1.123,245.841,517.268,6.964,8.325,28.707,8.667,0,0.006,-39.668,-40.627,1.643,0.514,0.397,298.421,20.678,16.116,0.963,5.417,0,0
42359,1.859,0.905,74.804,139.072,59.4,65.5,65,30,63,32.5,45.5,30.4,0,0,-1.149,247.447,517.789,6.726,8.648,30.372,6.457,0,0.496,-39.667,-40.619,1.643,0.514,0.396,298.618,20.126,16.656,0.964,5.233,0,0
42360,1.859,0.905,74.81,139.061,59.4,65.5,65,30,63,32.5,45.4,30.4,0,0,1.77,247.485,519.665,6.208,6.73,29.808,4.02,0,0,-39.659,-40.63,1.642,0.514,0.401,300.875,20.422,14.652,1.141,5.151,0,0
42361,1.859,0.905,74.81,139.083,59.4,65.5,65,30,63,32.5,45.4,30.4,0,0,1.787,245.799,520.106,6.591,10.89,30.707,6.33,0,0.3,-39.677,-40.636,1.642,0.513,0.397,300.776,18.566,14.336,0.724,5.281,0,0
42362,1.859,0.905,74.81,139.072,59.4,65.5,65,30,63,32.5,45.4,30.4,0,0,1.568,246.889,519.332,6.46,7.983,30.903,5.996,0,0,-39.67,-40.641,1.643,0.514,0.397,302.939,19.853,12.573,0.379,5.271,0,0
42363,1.859,0.905,74.804,139.083,59.4,65.5,65,30,63,32.5,45.7,30.4,0,0,1.717,246.309,521.802,6.84,10.43,31.066,6.976,0,0.265,-39.672,-40.63,1.643,0.514,0.409,304.4,17.829,16.207,-0.022,5.23,0,0
42364,1.859,0.905,74.816,139.072,59.4,65.5,65,30,63,32.5,45.7,30.4,0,0,-1.129,244.745,520.401,6.505,10.851,28.552,6.132,0,0.347,-39.662,-40.625,1.644,0.514,0.4,304.543,19.157,15.857,-0.114,5.445,0,0
42365,1.859,0.905,74.81,139.072,59.4,65.5,65,29.9,63.1,32.5,45.8,30.4,0,0,-1.151,245.01,519.824,6.582,10.512,28.334,5.921,0,0.293,-39.661,-40.622,1.644,0.514,0.403,305.764,18.719,16.147,-0.04,5.523,0,0
42366,1.859,0.905,74.816,139.053,59.4,65.6,65,29.9,63.1,32.5,45.9,30.4,0,0,-1.111,246.421,518.379,6.319,10.246,30.521,6.455,0,0.826,-39.659,-40.623,1.644,0.514,0.402,297.43,19.367,15.099,-0.054,5.542,0,0
42367,1.859,0.905,74.804,139.072,59.4,65.6,65,29.9,63.1,32.5,45.9,30.4,0,0,1.749,246.697,520.785,6.695,10.272,26.971,4.41,0,1.329,-39.666,-40.628,1.644,0.513,0.397,297.375,17.516,14.341,-0.341,5.017,0,0
42368,1.859,0.905,74.804,139.083,59.4,65.6,65.1,29.9,63.1,32.5,45.9,30.4,0,0,-1.126,246.997,519.826,6.914,10.275,29.638,6.103,0,0.334,-39.661,-40.616,1.645,0.514,0.397,301.097,20.173,17.591,0.228,5.639,0,0
42369,1.859,0.905,74.81,139.061,59.4,65.6,65.1,29.9,63.1,32.5,45.9,30.4,0,0,-1.136,247.222,519.981,6.683,9.265,29.6,7.392,0,0.231,-39.662,-40.634,1.645,0.514,0.397,303.336,20.673,16.379,0.541,5.385,0,0
42370,1.859,0.905,74.81,139.072,59.4,65.6,65,29.9,63.1,32.5,46,30.4,0,0,-1.144,250.118,520.648,6.735,9.698,29.382,6.168,0,0.293,-39.662,-40.625,1.645,0.514,0.396,303.522,20.183,16.702,0.617,5.298,0,0
42371,1.859,0.905,74.81,139.083,59.4,65.6,65,30,63.1,32.5,46.1,30.4,0,0,1.978,252.764,522.316,6.414,8.203,30.236,5.694,0,0,-39.658,-40.632,1.644,0.513,0.394,297.023,19.078,15.159,1.067,5.031,0,0
42372,1.859,0.905,74.804,139.072,59.4,65.6,65,30,63.1,32.5,46.1,30.4,0,0,1.003,252.278,519.389,6.596,10.473,30.109,5.134,0,0.166,-39.668,-40.633,1.644,0.513,0.396,306.87,18.748,16.03,0.694,5.397,0,0
42373,1.859,0.905,74.81,139.083,59.4,65.6,65,30,63.1,32.5,46.1,30.4,0,0,-1.103,251.099,520.712,6.863,10.062,29.624,5.933,0,0.207,-39.667,-40.621,1.645,0.514,0.4,306.928,19.599,15.769,1.059,5.488,0,0
42374,1.859,0.905,74.81,139.061,59.4,65.6,65,30,63.1,32.5,46,30.4,0,0,1.685,252.205,521.544,7.222,10.098,28.43,5.709,0,0.362,-39.667,-40.632,1.644,0.513,0.399,302.402,20.042,14.64,0.53,5.108,0,0
42375,1.859,0.905,74.804,139.083,59.4,65.6,65,30,63.1,32.5,46,30.4,0,0,1.742,253.343,522.199,6.993,10.136,30.406,5.775,0,0.214,-39.671,-40.639,1.645,0.513,0.385,299.661,17.932,16.546,0.198,5.096,0,0
42376,1.859,0.905,74.81,139.083,59.4,65.5,65,30,63.1,32.5,46,30.4,0,0,1.741,254.308,521.989,6.075,11.657,27.897,4.718,0,0.18,-39.68,-40.631,1.644,0.513,0.41,299.674,18.454,13.733,0.383,4.634,0,0
42377,1.859,0.905,74.816,139.061,59.4,65.5,65,30,63.1,32.5,46.1,30.4,0,0,-1.14,252.212,521.403,6.82,8.854,28.411,6.665,0,0.088,-39.665,-40.619,1.645,0.513,0.401,305.898,19.925,15.41,0.638,5.35,0,0
42378,1.859,0.905,74.81,139.061,59.4,65.5,65,30,63.1,32.5,46.1,30.4,0,0,1.414,254.088,522.221,6.86,9.012,30.621,3.62,0,0,-39.674,-40.632,1.645,0.513,0.395,295.651,19.111,15.642,1.108,5.177,0,0
42379,1.859,0.905,74.81,139.061,59.4,65.5,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.11,253.862,521.628,6.714,9.313,28.648,5.646,0,0.031,-39.658,-40.625,1.646,0.513,0.397,296.363,21.025,15.719,0.781,5.126,0,0
42380,1.859,0.905,74.804,139.053,59.5,65.6,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.146,253.514,521.358,6.797,10.375,30.688,6.297,0,0.501,-39.665,-40.627,1.646,0.513,0.397,295.812,19.42,17.594,0.276,5.395,0,0
42381,1.859,0.905,74.804,139.072,59.5,65.6,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.12,254.803,520.968,6.99,10.593,27.755,5.895,0,0.367,-39.661,-40.627,1.647,0.513,0.398,295.077,19.86,16.202,0.388,5.207,0,0
42382,1.859,0.905,74.816,139.053,59.5,65.6,65,29.9,63.1,32.5,46,30.4,0,0,1.547,255.578,521.179,6.891,7.892,29.396,3.24,0,0.583,-39.698,-40.64,1.647,0.513,0.395,295,18.805,16.819,0.146,5.37,0,0
42383,1.859,0.905,74.81,139.072,59.5,65.5,65,29.9,63.1,32.5,45.9,30.4,0,0,-1.148,254.394,521.517,6.539,11.145,29.592,6.146,0,0.31,-39.66,-40.628,1.646,0.513,0.402,307.943,19.523,15.965,0.65,5.308,0,0
42384,1.859,0.905,74.81,139.061,59.5,65.5,65,29.9,63.1,32.5,45.9,30.4,0,0,1.35,254.722,521.724,6.664,9.17,29.863,5.503,0,0,-39.674,-40.622,1.646,0.513,0.401,299.721,19.681,16.86,0.416,5.294,0,0
42385,1.859,0.905,74.816,139.072,59.5,65.5,65,29.9,63.1,32.5,45.9,30.4,0,0,1.723,257.69,521.547,7.827,8.677,30.501,7.699,0,0,-39.68,-40.637,1.646,0.512,0.405,299.644,20.24,15.42,0.709,5.311,0,0
42386,1.859,0.905,74.804,139.061,59.5,65.5,65,29.9,63.1,32.5,46,30.4,0,0,-1.14,256.969,520.787,6.833,9.349,31.401,8.153,0,0.254,-39.667,-40.63,1.647,0.514,0.394,302.474,20.53,16.096,0.994,5.398,0,0
42387,1.859,0.905,74.804,139.083,59.5,65.5,65,29.9,63.1,32.5,46,30.4,0,0,-1.175,256.416,522.603,6.894,9.263,29.224,6.194,0,0.038,-39.662,-40.627,1.648,0.514,0.395,302.59,19.929,16.161,0.68,5.294,0,0
42388,1.859,0.905,74.81,139.083,59.5,65.5,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.111,256.138,522.062,6.89,10.832,29.396,5.835,0,0.56,-39.663,-40.623,1.647,0.514,0.403,303.106,18.186,17.668,0.014,5.64,0,0
42389,1.859,0.905,74.816,139.072,59.5,65.5,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.181,253.801,520.832,6.77,11.074,28.896,5.252,0,0.29,-39.66,-40.623,1.647,0.513,0.469,299.992,18.19,16.752,-0.189,5.458,0,0
42390,1.859,0.904,74.8,139.072,59.5,65.4,65,29.9,63.1,32.5,46.1,30.4,0,0,1.317,255.258,522.707,5.587,11.454,28.681,1.212,0,0.308,-39.697,-40.629,1.648,0.513,0.461,299.729,20.42,15.991,-0.445,5.357,0,0
42391,1.859,0.905,74.816,139.083,59.5,65.4,65,29.9,63.1,32.5,46.1,30.4,0,0,-1.126,255.472,521.777,6.541,12.145,29.559,6.971,0,0.448,-39.662,-40.626,1.648,0.514,0.431,299.796,19.396,16.462,-0.046,5.363,0,0
42392,1.859,0.905,74.81,139.083,59.5,65.4,65,29.9,63.1,32.5,46.1,30.4,0,0,1.444,256.116,522.507,6.09,7.56,29.516,7.833,0,0,-39.679,-40.64,1.646,0.513,0.415,296.843,20.81,16.391,0.676,5.246,0,0
42393,1.859,0.905,74.804,139.061,59.5,65.4,65,29.9,63.1,32.5,46.2,30.4,0,0,-1.142,256.365,522.545,6.784,9.567,29.573,7.347,0,0.201,-39.661,-40.625,1.648,0.513,0.39,295.06,20.425,15.845,0.702,5.208,0,0
42394,1.859,0.905,74.816,139.061,59.5,65.5,65,29.9,63.1,32.5,46.5,30.4,0,0,1.586,259.49,522.286,7.355,8.643,29.944,5.869,0,0.01,-39.676,-40.629,1.648,0.513,0.363,294.964,18.932,15.207,0.553,5.178,0,0
42395,1.859,0.905,74.816,139.061,59.5,65.5,65,29.9,63.1,32.5,46.5,30.4,0,0,-0.625,257.746,521.892,6.796,10.933,30.011,7.558,0,1.17,-39.661,-40.627,1.648,0.514,0.343,296.087,18.611,16.903,0.256,5.426,0,0
42396,1.859,0.905,74.81,139.061,59.5,65.5,65,29.9,63.1,32.5,46.5,30.4,0,0,0.486,257.408,520.683,6.401,9.856,30.666,6.285,0,0.818,-39.668,-40.636,1.648,0.513,0.36,303.32,18.953,19,-0.26,5.576,0,0
42397,1.859,0.905,74.804,139.072,59.5,65.5,65,29.9,63.1,32.5,46.4,30.4,0,0,-1.143,257.736,522.515,6.799,10.516,30.475,6.84,0,0.698,-39.658,-40.629,1.649,0.514,0.389,302.564,19.81,16.125,-0.252,5.505,0,0
42398,1.859,0.905,74.816,139.053,59.5,65.5,65,29.9,63.1,32.5,46.4,30.4,0,0,1.804,258.635,519.884,6.627,7.108,31.571,6.565,0,0.168,-39.668,-40.628,1.648,0.513,0.393,301.079,19.353,13.803,0.317,5.287,0,0
42399,1.859,0.905,74.81,139.061,59.5,65.5,65,29.8,63.1,32.5,46.3,30.4,0,0,-0.674,258.488,522.218,6.491,9.734,29.901,6.429,0,0.257,-39.669,-40.634,1.648,0.514,0.4,299.778,20.307,18.587,1.143,5.616,0,0
42400,1.859,0.905,74.81,139.072,59.5,65.5,65,29.8,63.1,32.5,46.2,30.4,0,0,-1.113,258.774,522.415,6.938,10.248,30.3,6.993,0,0.231,-39.666,-40.631,1.649,0.514,0.401,299.858,19.599,16.819,0.259,5.681,0,0
42401,1.859,0.905,74.81,139.072,59.5,65.5,65,29.8,63.1,32.5,46.2,30.4,0,0,-1.146,256.143,521.737,6.77,10.021,29.901,6.419,0,0.19,-39.66,-40.619,1.649,0.513,0.398,297.457,20.659,17.001,0.347,5.458,0,0
42402,1.859,0.905,74.804,139.072,59.5,65.5,65,29.8,63.1,32.5,46.3,30.4,0,0,-1.154,257.012,522.925,6.574,9.531,29.401,5.369,0,0.384,-39.661,-40.628,1.648,0.514,0.401,301.039,19.793,15.85,-0.048,5.465,0,0
42403,1.859,0.905,74.81,139.061,59.5,65.5,65,29.9,63.1,32.5,46.8,30.4,0,0,1.634,258.659,522.865,6.053,9.988,31.011,6.869,0,0.493,-39.668,-40.632,1.648,0.513,0.399,300.766,20.845,16.159,1.02,5.107,0,0
42404,1.859,0.905,74.804,139.072,59.5,65.5,65,29.9,63.1,32.5,46.8,30.4,0,0,-1.162,258.844,522.708,6.791,8.978,28.817,7.493,0,0.483,-39.664,-40.624,1.649,0.514,0.395,299.728,21.484,16.845,0.538,5.311,0,0
42405,1.859,0.905,74.81,139.061,59.5,65.5,65,29.9,63.1,32.5,47,30.4,0,0,-1.145,259.831,522.463,6.945,9.591,30.095,5.936,0,0.036,-39.659,-40.627,1.65,0.513,0.397,298.375,20.08,16.606,0.599,5.354,0,0
42406,1.859,0.905,74.816,139.061,59.5,65.5,65,29.9,63.2,32.5,46.9,30.4,0,0,1.309,259.25,522.729,7.291,11.559,30.296,4.955,0,0.444,-39.674,-40.635,1.649,0.513,0.394,298.696,19.752,16.702,-0.189,5.237,0,0
42407,1.859,0.905,74.81,139.072,59.5,65.5,65,29.9,63.2,32.5,46.9,30.4,0,0,-1.127,259.277,521.475,6.84,10.105,29.458,5.34,0,0.692,-39.663,-40.623,1.65,0.514,0.398,296.301,19.731,16.441,0.336,5.542,0,0
42408,1.859,0.905,74.81,139.061,59.5,65.5,65,29.9,63.2,32.5,46.7,30.4,0,0,2.231,260.464,523.227,5.726,9.182,28.133,8.251,0,0,-39.659,-40.635,1.649,0.513,0.383,303.543,17.688,15.321,-0.368,5.16,0,0
42409,1.859,0.905,74.816,139.083,59.5,65.4,65,29.9,63.2,32.5,46.3,30.4,0,0,0.743,261.512,522.852,6.558,10.669,30.698,7.084,0,0.873,-39.664,-40.625,1.65,0.513,0.404,303.171,21.379,14.489,0.606,5.272,0,0
42410,1.859,0.905,74.804,139.072,59.5,65.4,65,29.9,63.2,32.5,46.3,30.4,0,0,1.289,261.618,522.889,6.33,10.768,30.621,6.515,0,0,-39.669,-40.633,1.649,0.513,0.385,302.629,22.561,16.386,1.023,5.294,0,0
42411,1.859,0.905,74.81,139.061,59.5,65.3,65,29.9,63.2,32.5,46.1,30.4,0,0,1.76,262.603,522.524,7.202,10.387,30.564,6.254,0,0,-39.673,-40.639,1.65,0.513,0.397,302.036,21.704,14.066,0.658,5.136,0,0
42412,1.859,0.905,74.81,139.061,59.5,65.3,65,29.9,63.2,32.5,46.1,30.4,0,0,1.594,262.246,522.683,6.461,7.381,32.377,6.053,0,0.786,-39.684,-40.621,1.649,0.513,0.393,302.06,19.769,14.161,0.635,5.29,0,0
42413,1.859,0.905,74.81,139.083,59.5,65.3,65,29.9,63.2,32.5,46.1,30.4,0,0,0.733,262.154,523.415,6.852,12.138,29.863,5.96,0,0,-39.694,-40.628,1.65,0.513,0.408,306.84,19.099,16.041,1.085,5.007,0,0
42414,1.859,0.905,74.804,139.072,59.5,65.4,65,29.9,63.2,32.5,46.3,30.4,0,0,-0.559,262.014,522.643,6.56,9.318,30.458,7.275,0,0.043,-39.669,-40.623,1.65,0.513,0.395,300.751,20.652,15.762,0.671,5.424,0,0
42415,1.859,0.905,74.804,139.072,59.5,65.4,65,29.9,63.2,32.5,46.3,30.4,0,0,-0.502,261.173,522.883,6.924,10.677,30.688,7.792,0,0.49,-39.667,-40.631,1.65,0.513,0.393,301.049,19.676,15.518,0.463,4.994,0,0
42416,1.859,0.905,74.804,139.083,59.5,65.4,65,29.9,63.2,32.5,46.4,30.4,0,0,-1.146,263.037,521.355,7.446,9.352,30.131,6.507,0,0.36,-39.659,-40.622,1.651,0.513,0.398,300.937,20.286,16.745,0.411,5.424,0,0
42417,1.859,0.905,74.804,139.072,59.5,65.4,65,29.9,63.2,32.5,46.6,30.4,0,0,-1.117,264.935,521.804,6.697,10.973,29.961,5.981,0,0.644,-39.66,-40.617,1.651,0.513,0.399,300.899,19.965,16.946,0.083,5.473,0,0
42418,1.859,0.905,74.81,139.061,59.5,65.4,65,29.9,63.2,32.5,46.6,30.4,0,0,-1.151,261.586,523.349,6.736,11.126,29.985,7.211,0,0.705,-39.662,-40.629,1.651,0.514,0.402,300.736,18.487,16.771,-0.34,5.729,0,0
42419,1.859,0.905,74.81,139.072,59.6,65.4,65,29.9,63.2,32.5,46.6,30.4,0,0,-1.182,264.067,521.094,6.555,11.263,30.731,6.665,0,0.262,-39.656,-40.62,1.651,0.514,0.404,301.076,20.25,15.903,0.441,5.529,0,0
42420,1.859,0.905,74.81,139.072,59.6,65.4,65,29.9,63.2,32.5,46.5,30.4,0,0,1.581,261.251,522.775,5.945,10.638,34.876,8.352,0,0.619,-39.675,-40.635,1.651,0.513,0.393,297.36,18.657,16.223,-0.104,5.534,0,0
42421,1.859,0.905,74.816,139.072,59.6,65.4,65,29.9,63.2,32.5,46.5,30.4,0,0,0.681,261.082,522.942,6.226,10.143,30.308,6.134,0,0.71,-39.676,-40.631,1.651,0.513,0.401,297.318,19.367,16.214,0.405,5.274,0,0
42422,1.859,0.905,74.81,139.072,59.6,65.4,65,30,63.2,32.5,46.5,30.4,0,0,2.055,261.705,521.893,6.247,9.093,32.745,8.029,0,0.828,-39.676,-40.64,1.65,0.513,0.402,299.333,22.508,17.003,-0.006,5.223,0,0
42423,1.859,0.905,74.81,139.061,59.6,65.4,65,30,63.2,32.5,46.4,30.4,0,0,0.672,260.406,523.153,6.209,9.813,29.059,5.369,0,0.182,-39.665,-40.628,1.652,0.513,0.399,300.888,19.475,13.506,0.374,5.356,0,0
42424,1.859,0.905,74.816,139.147,59.6,65.4,65,30,63.2,32.5,46.4,30.4,0,0,1.791,260.657,522.423,6.598,11.918,30.937,4.056,0,0.053,-39.672,-40.647,1.652,0.513,0.405,300.875,18.973,15.29,-0.527,5.83,0,0
